start_station_name,start_lat,start_lng,count_s21
Fort Washington Ave & W 173 St,40.84522,-73.940493,641
Fort Washington Ave & W 183 St,40.852252,-73.937854,631
Franklin Ave & E 169 St,40.83171,-73.90208,220
Franklin Ave & Myrtle Ave,40.694546,-73.958014,8
Franklin Ave & Myrtle Ave,40.694546,-73.958013,977
Franklin Ave & St Marks Ave,40.675832,-73.956168,17
Franklin Ave & St Marks Ave,40.675832,-73.956167,1662
Franklin St & Dupont St,40.73564,-73.95866,2718
Franklin St & W Broadway,40.719115,-74.006666,3062
Franklin St & W Broadway,40.719116,-74.006667,50
Frederick Douglass Blvd & Harlem River Dr,40.830702,-73.936371,357
Frederick Douglass Blvd & W 112 St,40.801694,-73.957145,3940
Frederick Douglass Blvd & W 115 St,40.803865,-73.955931,10
Frederick Douglass Blvd & W 115 St,40.803865,-73.95593,2671
Frederick Douglass Blvd & W 117 St,40.805159,-73.954692,3529
Frederick Douglass Blvd & W 129 St,40.812551,-73.949229,12
Frederick Douglass Blvd & W 129 St,40.812551,-73.949228,1119
Frederick Douglass Blvd & W 145 St,40.823061,-73.941928,957
Freeman St & Reverend James A Polite Ave,40.830529,-73.894717,243
Freeman St & Southern Blvd,40.830051,-73.892103,289
Front St & Gold St,40.70224,-73.982578,1723
Front St & Jay St,40.702461,-73.986842,2376
Front St & Washington St,40.70255,-73.989402,5277
Front St & Washington St,40.702551,-73.989402,139
Frost St & Debevoise Ave,40.71882,-73.93948,372
Frost St & Meeker Ave,40.717661,-73.9488,879
Frost St & Meeker Ave,40.717662,-73.9488,10
Ft. Hamilton Pkwy & E 2 St,40.648005,-73.979342,371
Ft. Hamilton Pkwy & E 5 St,40.649037,-73.97673,446
Ft. Washington Ave & W 190 St,40.856906,-73.935662,270
Fulton Ave & E 168 St,40.830471,-73.904556,94
Fulton Ave & E 172 St,40.839229,-73.899047,123
Fulton Ave & St. Paul's Pl,40.83545,-73.90153,180
Fulton St & Adams St,40.692418,-73.989495,62
Fulton St & Adams St,40.692418,-73.989494,3135
Fulton St & Broadway,40.711066,-74.009447,4868
Fulton St & Clermont Ave,40.684157,-73.969223,22
Fulton St & Clermont Ave,40.684157,-73.969222,1616
Fulton St & Irving Pl,40.68186,-73.959432,1470
Fulton St & Pearl St,40.707721,-74.004386,3471
Fulton St & Pearl St,40.707722,-74.004386,87
Fulton St & Utica Ave,40.679426,-73.929891,1605
Fulton St & Utica Ave,40.679427,-73.929891,23
Fulton St & Waverly Ave,40.683238,-73.965995,2052
Fulton St & Waverly Ave,40.683239,-73.965996,12
Fulton St & William St,40.709559,-74.006536,3132
Fulton St & William St,40.70956,-74.006536,15
Gansevoort St & Hudson St,40.739448,-74.00507,3158
Garfield Pl & 8 Ave,40.671197,-73.974841,1540
Garfield Pl & 8 Ave,40.671198,-73.974841,10
Garrison Ave & Manida St,40.818743,-73.890247,70
George St & Wilson Ave,40.702997,-73.92997,678
Gerard Ave & E 146 St,40.817755,-73.92965,242
Gerard Ave & E 164 St,40.830262,-73.923391,168
Gerard Ave & E 165 St,40.83173,-73.922394,218
Gerard Ave & McClellan St,40.833909,-73.92112,286
Goble Pl & Macombs Rd,40.844075,-73.917256,235
Goulden Ave & Bedford Park Blvd W,40.87387,-73.89533,31
Goulden Ave & W 197 St,40.87156,-73.89714,36
Graham Ave & Conselyea St,40.715143,-73.944507,2693
Graham Ave & Grand St,40.711863,-73.944024,2303
Graham Ave & Herbert St,40.719293,-73.945004,6
Graham Ave & Herbert St,40.719293,-73.945003,704
Graham Ave & Withers St,40.716981,-73.944859,1338
Grand Army Plaza & Central Park S,40.764397,-73.973715,445
Grand Army Plaza & Central Park S,40.764397,-73.973714,7614
Grand Army Plaza & Plaza St West,40.672967,-73.970879,4009
Grand Army Plaza & Plaza St West,40.672968,-73.97088,80
Grand Ave & Bergen St,40.678045,-73.962408,1580
Grand Ave & W 181 St,40.856302,-73.907302,170
Grand Ave & W Fordham Rd,40.86288,-73.90316,149
Grand Concourse & E 144 St,40.816576,-73.927987,266
Grand Concourse & E 156 St,40.823429,-73.924689,229
Grand Concourse & E 161 St,40.827115,-73.92272,749
Grand Concourse & E 164 St,40.829608,-73.921461,405
Grand Concourse & E 166 St,40.83196,-73.91956,321
Grand Concourse & E 167 St,40.834263,-73.917641,614
Grand Concourse & E 171 St,40.839549,-73.913004,264
Grand Concourse & E 192 St,40.86448,-73.89522,8
Grand Concourse & E 197 St,40.86945,-73.89148,44
Grand Concourse & E 199 St,40.87142,-73.88839,40
Grand Concourse & E 203 St,40.87382,-73.88661,2
Grand Concourse & East Mount Eden Ave,40.84301,-73.91172,251
Grand St & Elizabeth St,40.718822,-73.99596,8490
Grand St & Greene St,40.7217,-74.002381,4275
Grand St & Havemeyer St,40.712868,-73.956981,3227
Grand St & Samuel Dickstein Plaza,40.715118,-73.98417,1986
Grand St & Samuel Dickstein Plaza,40.715119,-73.984171,32
Grant Ave & E 169 St,40.83579,-73.913741,191
Great Jones St,40.727434,-73.99379,6025
Green St & McGuinness Blvd,40.73396,-73.95204,347
Greene Av & Myrtle Av,40.698568,-73.918877,666
Greene Ave & Grandview Ave,40.709697,-73.907856,332
Greene Ave & Nostrand Ave,40.688333,-73.950916,1587
Greene Ave & Nostrand Ave,40.688334,-73.950916,21
Greene Ave & Throop Ave,40.689493,-73.942061,1428
Greenpoint Ave & Manhattan Ave,40.73026,-73.95394,2186
Greenwich Ave & 8 Ave,40.739016,-74.002637,7474
Greenwich Ave & 8 Ave,40.739017,-74.002638,26
Greenwich Ave & Charles St,40.735238,-74.000271,4627
Greenwich St & Hubert St,40.721319,-74.010065,2172
Greenwich St & Perry St,40.73498,-74.00697,2463
Greenwich St & W Houston St,40.728846,-74.008591,4295
Greenwood Ave & E 4 St,40.650739,-73.977739,253
Grove St & Broadway,40.69047,-73.923511,1280
Halsey St & Broadway,40.68565,-73.91564,808
Halsey St & Evergreen Ave,40.68858,-73.91227,272
Halsey St & Tompkins Ave,40.682368,-73.944118,1599
Halsey St & Tompkins Ave,40.682369,-73.944118,27
Hamilton Pl & W 138 St,40.821728,-73.952761,515
Hamilton Pl & W 140 St,40.822756,-73.951346,674
Hancock St & Bedford Ave,40.682165,-73.95399,1423
Hancock St & Bedford Ave,40.682166,-73.95399,17
Hancock St & Wyckoff Ave,40.6972,-73.90674,265
Hanson Pl & Ashland Pl,40.685068,-73.977908,34
Hanson Pl & Ashland Pl,40.685068,-73.977907,4065
Harlem River Dr & W 155 St,40.830476,-73.939929,297
Harman St & Seneca Ave,40.70577,-73.91292,397
Harrison Pl & Porter Ave,40.70686,-73.92851,367
Harrison St & Hudson St,40.718709,-74.009,1714
Harrison St & Hudson St,40.71871,-74.009001,36
Hart St & Wyckoff Ave,40.704876,-73.919911,508
Hazen St & 20 Ave,40.772092,-73.895166,158
Henry St & Atlantic Ave,40.690892,-73.996123,2385
Henry St & Atlantic Ave,40.690893,-73.996123,33
Henry St & Bay St,40.672505,-74.004946,221
Henry St & Bay St,40.672506,-74.004947,6
Henry St & Degraw St,40.684751,-73.999173,11
Henry St & Degraw St,40.684751,-73.999172,1336
Henry St & Grand St,40.714211,-73.981095,4892
Henry St & Middagh St,40.7003,-73.991581,1607
Henry St & Remsen St,40.694009,-73.994651,398
Henry St & Remsen St,40.69401,-73.994651,11
Henry St & W 9 St,40.676374,-74.00325,1
Henry St & W 9 St,40.676374,-74.003249,298
Hicks St & Montague St,40.695128,-73.995951,34
Hicks St & Montague St,40.695128,-73.99595,2570
Hoe Ave & Jennings St,40.832171,-73.889686,132
Home St & Westchester Ave,40.827629,-73.886659,283
Hope St & Union Ave,40.711673,-73.951413,2858
Hope St & Union Ave,40.711674,-73.951413,19
Howard St & Centre St,40.719105,-73.999733,4466
Hoyt St & Warren St,40.684354,-73.989016,460
Hoyt St & Warren St,40.684355,-73.989016,3
Hudson St & Reade St,40.71625,-74.009106,28
Hudson St & Reade St,40.71625,-74.009105,3288
Hudson St & W 13 St,40.740057,-74.005274,4205
Humboldt St & Varet St,40.703172,-73.940636,796
Hunts Point Ave & Bryant Ave,40.813991,-73.8855,219
Huron St & Franklin St,40.73266,-73.95826,2302
Icahn Stadium,40.79346,-73.92389,887
India St & Manhattan Ave,40.732321,-73.955085,2353
India St & Manhattan Ave,40.732322,-73.955086,16
India St Pier,40.731734,-73.961239,1949
India St Pier,40.731735,-73.961239,27
Intervale Ave & Kelly St,40.827301,-73.896372,133
Intervale Ave & Westchester Ave,40.821967,-73.896752,185
Inwood Ave & W 170 St,40.840536,-73.919228,110
Irving Ave & DeKalb Ave,40.7027,-73.92095,684
Irving Ave & Halsey St,40.69467,-73.90663,491
Irving Ave & Harman St,40.70108,-73.9179,839
Irving Ave & Jefferson St,40.70538,-73.92535,863
Irving Ave & Palmetto St,40.698,-73.9127,499
Isham St & Broadway,40.86788,-73.919685,435
Jackson Ave & 46 Rd,40.745247,-73.947332,886
Jackson Ave & 46 Rd,40.745248,-73.947333,8
Jackson St & Leonard St,40.71638,-73.948213,3
Jackson St & Leonard St,40.71638,-73.948212,801
Jay St & Tech Pl,40.695065,-73.987167,2447
Jay St & York St,40.701403,-73.986727,57
Jay St & York St,40.701403,-73.986726,3111
Jefferson Ave & Evergreen Ave,40.68989,-73.91458,495
Jefferson St & Cypress Ave,40.70907,-73.92157,591
Jerome Ave & Anderson Ave,40.830179,-73.928747,136
Jerome Ave & E 164 St,40.831444,-73.926226,228
Jerome Ave & E 181 St,40.855653,-73.905528,178
Jerome Ave & Ogden Ave,40.829797,-73.931015,243
Jerome Ave & W 177 St,40.850121,-73.910765,155
Jerome Ave & W 193 St,40.86659,-73.89794,269
Jerome Ave & W Fordham Rd,40.86294,-73.90108,92
John St & William St,40.708621,-74.007222,16
John St & William St,40.708621,-74.007221,2369
Johnson St & Gold St,40.694748,-73.983624,2295
Johnson St & Gold St,40.694749,-73.983625,19
Kane St & Clinton St,40.686175,-73.996452,1428
Kane St & Clinton St,40.686176,-73.996453,23
Kent Ave & N 7 St,40.720367,-73.96165,6281
Kent Ave & N 7 St,40.720368,-73.961651,103
Kent Ave & S 11 St,40.707644,-73.968415,3207
Kent Ave & S 11 St,40.707645,-73.968415,71
Kent St & McGuinness Blvd,40.73124,-73.95161,543
King St & Varick St,40.727897,-74.005363,35
King St & Varick St,40.727897,-74.005362,2486
Kingsland Ave & Nassau Ave,40.72577,-73.94173,1701
Kingston Ave & Herkimer St,40.678906,-73.941427,1534
Kingston Ave & Herkimer St,40.678907,-73.941428,18
Knickerbocker Ave & Cooper St,40.69081,-73.90448,515
Knickerbocker Ave & George St,40.704425,-73.92836,911
Knickerbocker Ave & Halsey St,40.693,-73.90824,439
Knickerbocker Ave & Hancock St,40.69385,-73.90974,450
Knickerbocker Ave & Thames St,40.70539,-73.92976,911
Kosciuszko St & Nostrand Ave,40.690725,-73.951335,22
Kosciuszko St & Nostrand Ave,40.690725,-73.951334,1304
Kosciuszko St & Tompkins Ave,40.691282,-73.945241,1575
Kosciuszko St & Tompkins Ave,40.691283,-73.945242,9
LaGuardia Pl & W 3 St,40.72917,-73.998102,4463
Lafayette Ave & Classon Ave,40.689004,-73.960239,23
Lafayette Ave & Classon Ave,40.689004,-73.960238,2128
Lafayette Ave & Fort Greene Pl,40.686918,-73.976682,2745
Lafayette Ave & Fort Greene Pl,40.686919,-73.976682,21
Lafayette Ave & Hunts Point Ave,40.816567,-73.888161,215
Lafayette Ave & St James Pl,40.688515,-73.964763,26
Lafayette Ave & St James Pl,40.688515,-73.964762,2192
Lafayette St & E 8 St,40.730206,-73.991026,6951
Lafayette St & E 8 St,40.730207,-73.991026,86
Lafayette St & Jersey St,40.72456,-73.995652,6626
Lafayette St & Jersey St,40.724561,-73.995653,94
Laight St & Hudson St,40.721853,-74.007717,1408
Laight St & Hudson St,40.721854,-74.007718,2
Lawrence St & Willoughby St,40.692361,-73.986317,2728
Lawrence St & Willoughby St,40.692362,-73.986317,17
Lefferts Pl & Franklin Ave,40.680342,-73.955769,4
Lefferts Pl & Franklin Ave,40.680342,-73.955768,1344
Lenox Ave & W 111 St,40.798785,-73.9523,4859
Lenox Ave & W 111 St,40.798786,-73.9523,197
Lenox Ave & W 115 St,40.801193,-73.950073,1769
Lenox Ave & W 115 St,40.801194,-73.950074,16
Lenox Ave & W 117 St,40.802556,-73.949078,2599
Lenox Ave & W 117 St,40.802557,-73.949078,32
Lenox Ave & W 126 St,40.808442,-73.945209,31
Lenox Ave & W 126 St,40.808442,-73.945208,3079
Lenox Ave & W 130 St,40.810792,-73.943068,1400
Lenox Ave & W 133 St,40.81296,-73.941878,1028
Lenox Ave & W 140 St,40.817245,-73.938787,957
Lenox Ave & W 144 St,40.819783,-73.936521,914
Lenox Ave & W 146 St,40.821111,-73.935971,457
Leonard St & Boerum St,40.705833,-73.946446,16
Leonard St & Boerum St,40.705833,-73.946445,1168
Leonard St & Church St,40.717571,-74.005549,3075
Leonard St & Maujer St,40.710368,-73.947059,1837
Leonard St & Maujer St,40.710369,-73.94706,18
Leonard St & Nassau Ave,40.723956,-73.949843,1985
Leonard St & Nassau Ave,40.723957,-73.949844,10
Lewis Ave & Decatur St,40.681459,-73.934903,1546
Lewis Ave & Decatur St,40.68146,-73.934903,17
Lewis Ave & Kosciuszko St,40.69237,-73.937054,1344
Lewis Ave & Kosciuszko St,40.692371,-73.937054,2
Lewis Ave & Madison St,40.686312,-73.935775,136
Lexington Ave & Classon Ave,40.686767,-73.959281,1323
Lexington Ave & Classon Ave,40.686768,-73.959282,8
Lexington Ave & E 111 St,40.795412,-73.944123,1551
Lexington Ave & E 120 St,40.801306,-73.939816,888
Lexington Ave & E 120 St,40.801307,-73.939817,12
Lexington Ave & E 127 St,40.805726,-73.936322,561
Lexington Ave & E 128 St,40.806414,-73.936085,549
Lexington Ave & E 24 St,40.740258,-73.984092,4637
Lexington Ave & E 24 St,40.740259,-73.984092,31
Lexington Ave & E 26 St,40.741459,-73.983293,4413
Lexington Ave & E 29 St,40.743115,-73.982153,3955
Lexington Ave & E 29 St,40.743116,-73.982154,32
Lexington Ave & E 36 St,40.747573,-73.9788,4522
Lexington Ave & E 36 St,40.747574,-73.978801,26
Liberty St & Nassau St,40.708588,-74.009354,2319
Liberty St & Nassau St,40.708589,-74.009355,30
Lincoln Ave & E 134 St,40.808484,-73.928803,304
Lincoln Ave & E 138 St,40.810893,-73.927311,585
Lincoln Pl & Classon Ave,40.672168,-73.9609,924
Linden St & Knickerbocker Ave,40.69714,-73.91566,267
Lispenard St & Broadway,40.719392,-74.002472,4070
Little West St & 1 Pl,40.705692,-74.016776,6578
Little West St & 1 Pl,40.705693,-74.016777,103
Longfellow Ave & E 165 St,40.825322,-73.887729,86
Longwood Ave & Southern Blvd,40.816343,-73.896447,267
Lorimer St & Broadway,40.704117,-73.948185,608
Lorimer St & Broadway,40.704118,-73.948186,2
Lorimer St & Calyer St,40.72795,-73.95414,1419
Louis Nine Blvd & Intervale Ave,40.831998,-73.892686,134
MacDougal St & Prince St,40.727102,-74.00297,5047
MacDougal St & Prince St,40.727103,-74.002971,63
MacDougal St & Washington Sq,40.732263,-73.998522,4168
MacDougal St & Washington Sq,40.732264,-73.998522,87
Macombs Pl & W 152 St,40.826406,-73.937948,501
Macombs Rd & W 175 St,40.848177,-73.916082,349
Macon St & Nostrand Ave,40.680983,-73.950048,11
Macon St & Nostrand Ave,40.680983,-73.950047,1526
Madison Av & E 51 St,40.75863,-73.97513,2239
Madison Ave & E 120 St,40.80295,-73.942954,1068
Madison Ave & E 26 St,40.742684,-73.986713,3751
Madison Ave & E 26 St,40.742685,-73.986713,41
Madison Ave & E 82 St,40.778131,-73.960694,98
Madison Ave & E 82 St,40.778131,-73.960693,3821
Madison Ave & E 99 St,40.789485,-73.952429,1847
Madison St & Clinton St,40.71269,-73.987763,1613
Madison St & Cypress Ave,40.70068,-73.90742,261
Madison St & Evergreen Ave,40.69122,-73.91693,406
Madison St & Forest Ave,40.70555,-73.90245,557
Madison St & Montgomery St,40.713126,-73.984844,1968
Madison St & Seneca Ave,40.70183,-73.90625,344
Madison St & Woodward Ave,40.70408,-73.90408,423
Maiden Ln & Pearl St,40.707064,-74.007318,2197
Maiden Ln & Pearl St,40.707065,-74.007319,44
Manhattan Av & Leonard St,40.72084,-73.94844,744
Marcus Garvey Blvd & Macon St,40.682601,-73.938037,1432
Marcy Ave & Lafayette Ave,40.690081,-73.947915,1427
Marcy Ave & Lafayette Ave,40.690082,-73.947915,8
Margaret Corbin Plz & Ft Washington Ave,40.859166,-73.933872,519
Marion Ave & Mosholu Pkwy,40.870495,-73.881875,17
Marion Ave & Mosholu Pkwy,40.870496,-73.881876,1
Market St & Cherry St,40.710762,-73.994004,9
Market St & Cherry St,40.710762,-73.994003,1878
Market St & Henry St,40.713107,-73.994464,14
Market St & Henry St,40.713107,-73.994463,2172
McDonald Ave & Vanderbilt St,40.651654,-73.981231,133
McGuinness Blvd & Eagle St,40.73555,-73.95284,2510
McKibbin St & Bogart St,40.706237,-73.933871,1227
McKibbin St & Manhattan Ave,40.705109,-73.944073,10
McKibbin St & Manhattan Ave,40.705109,-73.944072,904
Melrose Ave & E 150 St,40.816827,-73.917338,943
Melrose Ave & E 154 St,40.819609,-73.916071,220
Melrose St & Broadway,40.697481,-73.935877,1262
Menahan St & Central Ave,40.69543,-73.9196,487
Menahan St & Onderdonk Ave,40.70553,-73.9096,244
Menahan St & Seneca Ave,40.70461,-73.91054,230
Menahan St & Wyckoff Ave,40.70113,-73.91422,424
Mercer St & Bleecker St,40.727063,-73.996621,4662
Mercer St & Bleecker St,40.727064,-73.996621,83
Mercer St & Spring St,40.723627,-73.999496,4676
Meserole Ave & Manhattan Ave,40.727085,-73.952991,2061
Meserole Ave & Manhattan Ave,40.727086,-73.952991,13
Metropolitan Ave & Bedford Ave,40.715348,-73.960241,5356
Metropolitan Ave & Meeker Ave,40.714133,-73.952344,21
Metropolitan Ave & Meeker Ave,40.714133,-73.952343,2261
Metropolitan Ave & Stewart Ave,40.71401,-73.92793,157
Metropolitan Ave & Vandervoort Ave,40.71429,-73.93323,113
Milton St & Franklin St,40.72906,-73.95779,3944
Moffat St & Bushwick,40.68458,-73.90925,325
Monroe St & Bedford Ave,40.685144,-73.953809,2038
Monroe St & Classon Ave,40.684568,-73.958811,9
Monroe St & Classon Ave,40.684568,-73.95881,1068
Monroe St & Tompkins Ave,40.686203,-73.944694,1786
Montague St & Clinton St,40.694281,-73.9923,2421
Montgomery St & Franklin Ave,40.666439,-73.960556,463
Montrose Ave & Bushwick Ave,40.707677,-73.940161,2048
Montrose Ave & Bushwick Ave,40.707678,-73.940162,10
Morgan Ave & Lombardy St,40.72226,-73.93889,774
Morgan Ave & Maspeth Ave,40.716657,-73.93637,475
Morningside Ave & W 123 St,40.81,-73.955151,25
Morningside Ave & W 123 St,40.81,-73.95515,1614
Morningside Dr & Amsterdam Ave,40.810285,-73.957365,4
Morningside Dr & Amsterdam Ave,40.810285,-73.957364,588
Morris Ave & E 142 St,40.814469,-73.924963,308
Morris Ave & E 153 St,40.820036,-73.921411,223
Morris Ave & E 163 St,40.82723,-73.917656,6
Morris Ave & E 163 St,40.82723,-73.917655,595
Morris Ave & E 171 St,40.83899,-73.9109,61
Morris Ave & E 184 St,40.86008,-73.90079,20
Morris Ave & McClellan St,40.831584,-73.9149,243
Morton St & Washington St,40.73115,-74.00887,2039
Motorgate,40.763908,-73.947721,2151
Motorgate,40.763909,-73.947721,59
Mott St & Prince St,40.723179,-73.9948,6376
Mott St & Prince St,40.72318,-73.9948,95
Mount Eden Pkwy & Eastburn Ave,40.842675,-73.908544,163
Mt Morris Park W & W 120 St,40.804038,-73.945925,1673
Murray St & Greenwich St,40.714851,-74.011223,4007
Murray St & Greenwich St,40.714852,-74.011223,68
Murray St & West St,40.714978,-74.013012,3923
Murray St & West St,40.714979,-74.013012,43
Myrtle Ave & Grove St,40.69905,-73.91516,289
Myrtle Ave & Lewis Ave,40.696819,-73.937569,765
Myrtle Ave & Lewis Ave,40.69682,-73.937569,3
Myrtle Ave & Linden St,40.69943,-73.91337,363
Myrtle Ave & Marcy Ave,40.695398,-73.949549,1041
Myrtle Ave & St Edwards St,40.69327,-73.977039,32
Myrtle Ave & St Edwards St,40.69327,-73.977038,1515
N 11 St & Kent Ave,40.722481,-73.959219,1593
N 11 St & Kent Ave,40.722482,-73.959219,31
N 12 St & Bedford Ave,40.720798,-73.954847,2900
N 15 St & Wythe Ave,40.724055,-73.955736,990
N 6 St & Bedford Ave,40.717451,-73.958509,4938
N 6 St & Bedford Ave,40.717452,-73.958509,13
Nagle Ave & Ellwood St,40.86012,-73.928489,342
Nagle Ave & Thayer St,40.861382,-73.925591,484
Nassau Ave & Newell St,40.724812,-73.947526,1601
Nassau Ave & Newell St,40.724813,-73.947526,9
Nassau Ave & Russell St,40.72557,-73.94434,2052
Nassau St & Navy St,40.698398,-73.980689,1400
Nassau St & Navy St,40.698399,-73.980689,19
Nelson Ave & 167 St,40.836705,-73.926088,170
Nelson Ave & 167 St,40.836706,-73.926089,2
Nelson Ave & W 172 St,40.843965,-73.920999,253
Newton Rd & 44 St,40.75957,-73.914268,5
Newton Rd & 44 St,40.75957,-73.914267,403
Newtown Ave & 23 St,40.771361,-73.924614,1050
Newtown Ave & 23 St,40.771362,-73.924615,7
Norfolk St & Broome St,40.717227,-73.988021,63
Norfolk St & Broome St,40.717227,-73.98802,6135
Norman St & Wyckoff Ave,40.69517,-73.90311,521
North Moore St & Greenwich St,40.720195,-74.010301,60
North Moore St & Greenwich St,40.720195,-74.0103,4720
Nostrand Ave & Myrtle Ave,40.69527,-73.952381,898
Ocean Pkwy & Church Ave,40.644718,-73.974514,88
Ocean Pkwy & Church Ave,40.644719,-73.974515,12
Ocean Pkwy & Church Ave,40.645282,-73.974169,549
Ogden Ave & Merriam Ave,40.839142,-73.925961,86
Ogden Ave & W 164 St,40.832812,-73.929372,172
Ogden Ave & W 165 St,40.834457,-73.928381,262
Old Broadway & W 133 St,40.818212,-73.955277,215
Old Fulton St,40.702771,-73.993836,3302
Old Fulton St,40.702772,-73.993836,204
Old Slip & South St,40.703366,-74.007867,1572
Old Slip & South St,40.703367,-74.007868,24
Onderdonk Ave & Dekalb Ave,40.70863,-73.91497,336
Onderdonk Ave & Gates Ave,40.70413,-73.90737,348
Pacific St & Classon Ave,40.679194,-73.95879,661
Pacific St & Nevins St,40.685376,-73.983021,1626
Parade Pl & Crooke Ave,40.651847,-73.965248,2306
Park Ave & E 124 St,40.804555,-73.939686,2585
Park Ave & E 124 St,40.804556,-73.939686,21
Park Ave & E 162 St,40.825716,-73.915585,361
Park Ave & Marcus Garvey Blvd,40.698617,-73.941342,960
Park Ave & St Edwards St,40.696089,-73.978034,639
Park Cir & East Dr,40.651566,-73.972212,1714
Park Pl & Church St,40.713341,-74.009355,1779
Park Pl & Church St,40.713342,-74.009355,35
Park Pl & Franklin Ave,40.67418,-73.956494,1445
Park Pl & Franklin Ave,40.674181,-73.956495,13
Park Pl & Vanderbilt Ave,40.6767,-73.969024,875
Pearl St & Hanover Square,40.704717,-74.00926,3312
Pearl St & Hanover Square,40.704718,-74.00926,51
Pearl St & Peck Slip,40.708485,-74.002751,2440
Perry St & Bleecker St,40.735353,-74.00483,4885
Perry St & Bleecker St,40.735354,-74.004831,69
Perry St & Greenwich Ave,40.735918,-74.000939,3197
Pershing Square North,40.751873,-73.977706,8524
Pershing Square South,40.751581,-73.97791,3991
Picnic Point,40.685125,-74.025353,1522
Picnic Point,40.685126,-74.025353,208
Pier 40 - Hudson River Park,40.727714,-74.011296,287
Pier 40 - Hudson River Park,40.727714,-74.011295,8840
Pierrepont St & Monroe Pl,40.695356,-73.99344,1322
Pierrepont St & Monroe Pl,40.695357,-73.99344,9
Pike St & E Broadway,40.714066,-73.992939,2755
Pike St & E Broadway,40.714067,-73.992939,40
Pike St & Monroe St,40.711731,-73.99193,2947
Pinehurst Ave & W 187 St,40.855331,-73.937878,559
Pioneer St & Richards St,40.677774,-74.009461,308
Pioneer St & Richards St,40.677775,-74.009461,2
Pioneer St & Van Brunt St,40.679043,-74.011169,1086
Pitt St & Stanton St,40.71926,-73.98178,1111
Pitt St & Stanton St,40.719261,-73.98178,10
Plaza Dr & W 170 St,40.840484,-73.917946,474
Plaza St East & Flatbush Ave,40.673134,-73.969106,2792
Plaza St West & Flatbush Ave,40.67502,-73.971114,2485
Plaza St West & Flatbush Ave,40.675021,-73.971115,47
Pleasant Ave & E 116 St,40.794987,-73.933334,2810
Pleasant Ave & E 116 St,40.794988,-73.933335,19
Pleasant Ave & E 120 St,40.797477,-73.931185,4
Pleasant Ave & E 120 St,40.797477,-73.931184,1028
Popham Ave & W 174 St,40.847746,-73.922079,205
Powers St & Olive St,40.71323,-73.93894,866
President St & 4 Ave,40.676757,-73.983262,1004
President St & Henry St,40.6828,-73.999904,1007
Prospect Ave & E 151 St,40.814232,-73.903927,254
Prospect Ave & E 167 St,40.826303,-73.898751,265
Prospect Ave & Jennings St,40.831762,-73.896853,123
Prospect Ave & Longwood Ave,40.81899,-73.90202,184
Prospect Ave & Vanderbilt St,40.653368,-73.976291,353
